id,date,name,type,elapsed_time_seconds,moving_time_seconds,distance_meters,total_elevation_gain_meters,summary_polyline
6117609752,2021-10-15 13:26:54,Cressona Loop,Walk,3340,3177,5689.4 meter,51.1 meter,iv}vFd__pM?BTDFT?b@_@zBIVEj@Ox@Cz@QbBOvCUfBCh@GVKpAQx@A`@YvCAb@UxAIz@Id@Ch@_@t@OFKPe@b@WIEG@IC@B@DCACMG@CAAWKU_@iA}BS}@[_AOiC@o@Gi@?mCG_ABc@Cs@@]GaA?cA[kBWy@Eg@c@}AGe@@]^cALCLIr@kAvAsA^k@Pi@PSREROb@ORMLCHGLCXO`Bg@jB[ZULCz@IXGR?FBJPHXDZc@~CyAbGk@zCQlAAZg@vFC~@M|@KzA}@vJY~@El@QtAQr@_@|@I@KHQBSNOGE@AA@ECAQQc@s@c@}@s@eBc@aBGeA?qBIgBGyDCWCyCGmAM}@]wA[w@m@eAEUKQDB?Cj@bAGCK_@Dk@BGRKDGHYPOJ[T[HQd@YRa@TONCPMJOJINg@FMh@OPKh@MJGFYJINI~Aa@lCk@JETSHE~@?`@EWEBBP@DB@LFRFf@Af@Ip@o@dDc@bBeAdFIv@?tAK^In@Bn@If@Ex@In@IpAG\U|BQ`AKtAKZSdAQrAGx@Ux@Ej@@PCLOXOr@GCHU?YMcBBo@GkDEw@@sAC_A?w@Eu@Aq@Cm@Ai@D}@Gc@?o@Ci@?]CY?MDS@SIk@@k@BMDEh@@RK\Ih@?jAQNGP?XGVa@`@kB@QEMUc@C?
6376435854,2021-12-12 14:03:00,Cressona Loop,Run,2233,1976,4124.3 meter,40.2 meter,wy}vF|v_pMA\GTGxAk@nFMp@Ex@I\Gv@GXEz@AFIHYb@GDEEC@GFe@\M[CMACC@MQCSUCk@gAKM{@sB[oABqDGyCIeBAcAK}CMmAOgA[iAo@kBDw@FO\YRa@PKLWRM`@q@h@a@L?HGDIBc@HOd@Qd@MTOd@QROb@g@`@Or@O`@O|@Qf@Ob@UjBQFBDPA`@Ex@Mt@i@jBi@~BE^F\Eb@_@pBEZM^SfAGpAGr@Ct@SjCS|ACv@QpAIx@{@bIGNEb@Oj@D\CD@JCJO\OPEBIEINIDOZG@OCOKK_@y@oAc@_AQc@Mg@_@{@Km@C[@sAKuE@c@Eu@?m@GcBEg@A{@GcAEe@YcAG]a@eASYG]MQCKBOLQXEHGL[V[LU`@k@VOf@e@ZQTk@JOb@WXIv@c@n@i@x@]XEx@Wx@MbBq@f@Ap@MDFFv@Gz@KX]bBu@vCKxA?l@w@~DGlAIj@GpAO|@I`AI\Ah@EV
6392108150,2021-12-16 13:56:18,Cressona Loop,Run,2419,2149,4255.2 meter,40.3 meter,{x}vFvu_pMCBM@AF?FB?@FOVCn@KNIz@K`@I`BQ`AMjA?VA?EH@HC\@d@WnB[v@SNMR]PKKI@AE?BAEQIGUSIG[Sa@k@yAo@mBSu@Cm@@eAEsBEiEK{C?{@S}A]_BY{@g@uA?KNa@^g@JQlAcAb@a@R_@HCTSHSD_@Ra@TIp@_@p@SJIDOFKZQb@EbAYhAOVK`@[PIj@Gh@DBAJBCACC@CF?FFCR@h@Ff@GTBPINC\G\Sx@SdAe@fBIn@s@jDId@i@xIQdAEf@Cn@WlBCd@Kr@GfAMnAA\QtA?h@Kb@G~@KZ]^QZ{@XOAEM_@e@Ms@]k@Se@q@qBOa@GYIsA@eBEeA?eAIsA?yASiEQuA]cBYy@Yg@I[?OFUJEPCDCd@m@f@a@~@mALU@AD?\YJg@FIZGDM^_@x@Y^_@b@Sh@O\QrBa@XKb@UNCd@CFED@@ENHN@DBMRJBFJ?PCZ]~Ae@|A[rAG^Er@Mr@@Xk@|CSfCKl@Av@WhBMxADXBFHDHALOBGAUE?BGAk@@GBEFJGr@AFIAACCB
6412311639,2021-12-21 14:43:19,Cressona Loop,Run,1853,1771,4216.9 meter,40.2 meter,sy}vFjx_pMEBCN?CM|@?h@MdAEv@GXEp@I`@GdASr@ItASx@]l@KTCLONWHEHOu@K[g@e@U_@Sq@i@aAYq@MaAW{@?UFs@BaBI{AAi@OaCG}CGk@A_AQyASg@YaA[k@Mm@?GV]~@{@Za@b@YLGR[j@m@BCHFBADMAs@FKFGRG^CTGXMd@W\]r@[\KRC^K`ASFA~@c@NEZ?XGH?ZKDJAV@RAp@Ed@a@jAQdAa@fAYjA?ZF^Ab@K\It@k@dCEt@In@@`@CtAc@pDAh@SpAMnAAXUn@ERIvBI`@Cl@KXETCr@MpAA^CLc@t@UAm@f@IISs@Qe@KGOGQOOc@EWq@yAYkAKw@@iCI{C@WMqAI{B@aAI_ACgAYsAQe@Gi@GWMc@OSK[AK@MDKFARQZQ^e@VSPSXM\i@XWJGJFBEBGAIEOAOBKJIfA[ZMl@c@Zc@^KTCf@KVK|@KNKh@Qh@Wj@Gl@?NHFL?TCPBRMt@Yp@c@|AE^_@dBIv@On@@FHN?NUn@i@|BOpCOhAClAGh@?^Ef@@DD?DEF?DGFOACDGAQ
6431422386,2021-12-26 15:15:45,Cresona Loop,Walk,3383,3363,5584.4 meter,62.3 meter,m{}vF~x_pMEj@bA}BHIDAG@AXIDEl@Qz@C`@I`@C^B~@CZGZEj@GVINCTGHCNARHp@Ed@KTOv@Qd@MHABEAGBa@j@GBGAMBUJQa@Ia@So@mAoCg@mBGmABMEg@@c@Em@BY?q@Ic@?{BImA@gAA}@Ik@Oy@Uw@_@eBWu@AM@WEI?ILYHKLMx@eA`@c@PGZc@Fo@LEAEFEJS`@UF[L_@POd@MDGTKJM?Wm@mEEg@?c@k@gDMi@@GJK@ERUPGFICKISD}@WcCDIRKzB}@l@QH\DFDXXz@BLLNDJDTDdARr@Th@BXThADDF`@Bf@DNDD\zCDPXVLDr@ED`@AtAGp@Ot@Sp@u@hDATHTARK\c@zBQd@Cf@_@nD?PGdBKr@YbA@BRHJ@BEG@AVGAODADQxAC^Kr@Cb@EF?`@QtBGd@C`@IZAVIZAv@S|AMXK\EFO?QVKHOFSEKBQGAGm@yAu@eBi@wAOm@ImBB_ACU?w@CUIkAE_BAeB@YGc@Am@GcAOcA[_B_@kAUg@CGDc@^o@RW^]NYPMp@u@Re@ZOLO@UHSPS`@Sf@e@RETc@@MOq@Is@o@oD@g@E]a@uBIYAQTQV_@JABq@OsAAY@cA@KNMj@Wh@Qh@Wh@OD@@DHh@Rj@Lr@@Vf@|AVzAVj@Pj@L~APt@P~ALRJd@JJ\@ZAFDJrAGp@K\E`@MZ[hAi@zBK~@Qx@BT?Tq@rDCb@Ir@Aj@Gb@@PG|@I`@IrAG`@
6921888582,2022-04-02 14:02:46,LVRT,Run,3346,3043,8170.4 meter,35.2 meter,icotFfwcrM?IQOAEQMK]g@c@[g@o@YOKMAMIc@_@q@y@SQgAo@k@e@m@QaBq@i@Ig@QqASWMKAWIwA]o@WMCs@WWQOCSMaASiBsAoBiBsBqC}AaDy@qB{@{Bg@aAWk@OUQ_@EIA@IOGm@Y_@[{@GMWy@KUQk@}@eCq@cB]o@Qo@E_@a@qAGk@Mo@Qi@OgAWkA_@cCa@wAIk@Y{@E[K[Sc@IWA]IYCq@MaAm@gCQmA]}AGi@i@wBy@gEGS_@kBMg@K}@YgAQwAIWGc@_@aBc@{Ac@iCYeAy@oES_BEgAGk@]yACYGIAQ@?@EIe@AASq@Iw@@w@BWG}@CkBIc@?o@D_@?]Gi@E}BMwA@c@EgAS{BAsAB]ScBIa@E_AWgBEi@_@iASeAI_AM[E]]cAu@iBUw@GKA?FGDWJ\Bh@FLHf@Dl@LHECNPJ?LKLBHLNt@Zr@BRJTJn@Z^DNRdA@x@Hp@Z`A?XITAZBxAD\T|@@j@Cd@F`@@b@H^AZFX@ZDVGVAPHf@DxACTBJCT@l@Kz@ChALr@@VGZAAEF?PMZ?L?^FfAHZLhAF\PXRt@NTPb@Jx@?r@L`@Fd@f@~ANfABh@Rh@FTDf@Jf@?PRjAPf@TZLh@Pj@Ht@Bn@Nr@HtAHd@Dd@F^HTN`AJ^B`AJb@@JZpAFLPLLTTdAL\B\JRTp@Hb@FJHX@VC^@RPh@Fj@Ph@D`@FTFl@?TE^?d@`@~AL\@\JZBf@DzAPr@Ff@Nb@J`@PfCPRXt@TnA^z@R`Al@~@F`@Tp@Nz@b@r@JTL`@TZHVNV^hAHp@z@hBb@t@^`A^l@ZdAT^p@~ARZBHAB@LDNp@bARPJNPLn@x@FLNb@^j@h@`@XN\LLRJFJNh@L`@PTRRD^@lAn@h@P`@Dj@Xl@D`@FR?^Hb@Bz@Zz@Td@Tf@Dp@VT`@d@XTJPXDNPPv@`@z@r@v@^HJVRp@^XT^\P^TXTRNj@Z^l@RTLj@j@XPFJBH\JBB?FP@ZVZx@D?o@a@
6950756191,2022-04-08 13:24:00,LVRT,Run,3327,2966,7870.5 meter,14.0 meter,_xntFjadrMSGHF@PJHFVHA@B?G?JC?BE?ADNPT?FHPPBTVr@^V`@RJZTf@d@VXr@\^`@`Az@`@n@XRZNnB`BVZVNjBfBVNp@p@VP^d@~@t@TZ|@j@t@z@t@`@RVT\x@r@XZn@f@PPXPZ^VN\VhAfAVZ`@V`EbEt@l@HLF@f@^r@p@h@^v@r@TNTVb@VnAdAXXZh@PBHGT?HNHl@L`@PVl@n@lAv@h@b@^d@XR^d@d@^^`@z@t@z@j@HRNTx@h@d@h@d@Rj@p@b@Tt@x@f@`@l@p@VLj@r@LJd@P`@h@tAzAh@V`@`@p@h@f@x@\TVVRJXZd@\j@n@l@d@|@~@bAp@tAnAr@f@RR\PZVbA~@BLJJRLb@^NXD?pB~Bd@`@d@fAFHBELDDCBHZr@VNX`@HVBTVXXj@PJHHNl@Xl@L\r@|@Hj@^j@FPVb@f@n@j@xADFLHd@z@jA~BJb@JV^f@Rn@Fd@N^Jn@ART`A?NJNJ`@?UQ[Qg@C[OY{@sCgAuCI]Ym@a@oAQWSm@QYYs@_A_Ba@gAs@uA[i@i@u@_@c@sAuBi@m@[g@_@][e@kAwAYc@WSe@c@i@a@MCOe@KUIGOIMQG?YU[_@c@YoAmA}AqA_BcBsAkA]WUUg@a@KG}@y@y@m@}@k@[g@i@o@a@]Y[m@c@_A{@aCmBi@s@q@a@Q[i@[i@k@QIo@{@yAeA]]k@e@eCaCuAaAS[sA}ASM]KWMc@u@UYs@]U[k@[OYm@o@cDiC}@eACMQIUUAG[Ok@y@[W_@a@w@i@WWm@a@aAeA_BwAsAcAkAqA_Aq@}@gA]Y[S]c@[Uu@u@_@[g@Yc@c@SMmA{@][WOmCyCqB_Bk@s@m@g@y@}@aCmBSUC?@CEKKCa@c@QMk@i@IMOGCOEKUM_@]
6971390719,2022-04-12 13:08:24,LVRT,Run,2604,2414,6442.7 meter,24.3 meter,gxntFdddrMQcB?BOMIE@]KOKGc@KGESWm@i@c@g@UQm@_@c@a@[a@yAwAYQ{@o@SW_@W]OeB}AmBqAy@a@iAYs@Mk@Uo@Mw@Ya@UaAWk@Ic@QkA_@c@Uq@O_@M[SkAaAgAeAo@{@}AgC]s@aBcEaCmF{@cCe@w@e@qA_@u@{@eCyAqD}@yCYoBa@iBm@aEq@gDSaBy@mD_@mAYgAQ{@E[Sq@UuAo@iCOeAQq@QmASg@i@eCm@_EYoAIYG]W}@]aCg@qBKm@c@mBCi@UkAc@cDIc@MY?[Ii@ALNl@?\FX?FDB?HB@BLRZBHJ~@XbAFp@Pn@D`Ah@lBPnAThARh@FPJbAXr@J`@Fr@XbAJn@LfAh@hCPnATbAr@tBRz@LbABd@ZlCPl@VjALhAN^TpAJ\FJTjAZ`AH|@j@zBLz@VdADn@LdAPx@JVTpATh@Pv@t@lAV|@X`@Vr@Ll@JZh@pAd@rARZVlAZ|@p@|AZ|@f@`AXV@JPj@Rd@`@t@LHJRPTp@vAb@j@p@fAbAxAx@x@f@LXVf@V~A`@f@Vx@Rl@V\F`@Tn@TTJr@Np@BlA`@|@`@f@Rx@f@f@Rf@\hAxAh@?AKAFBHb@t@f@FNFNBJJRDXZLRRLJTER@DD@TTJCH@LLb@l@LFBAVCXJDj@FLDFL@HFDL?VNJBLLNPBDBFNEA@P
6982066967,2022-04-14 13:46:08,LVRT,Run,2951,2620,6717.7 meter,24.1 meter,cxntF~cdrMTe@KRFEBGBE?EERAOg@a@CMS_@IGOCKKo@y@QGUCBI@IA@FKCA@EEHGAOIKQ]U?EEEc@So@y@MESS[e@]UCKECcAo@g@c@s@_@_Aw@_EeCk@Ys@WqEiAuAWWIUCkC}@[UICSQc@IwAiAwA}Ai@o@o@{@aAaBk@kA_@iA]o@eB{DIYkAwCcA{Be@wAGGOk@e@q@i@{Aw@aBa@kAa@eCk@iCKs@a@cBQaAU}@i@oCOg@Ew@Q}@YiAQeA_@yAYaBYoAEw@EK[wAUk@Ku@i@sB[aBOkAUgA]iAs@{Di@uBScAC_@Ik@i@_CMiAKi@MqA[_AGc@IYAKOOKW@MFK?IGg@?[GUEXBn@Q\ALTr@Hd@`@rARvADn@x@~BRrAVt@NXHZ^v@Pd@B`@RjAp@xALf@RXHbA^pAAd@D\FLT`@Vj@HVN`B?d@Hf@AXDd@Av@L~@FCC@CH?ZNf@h@fAHb@B^J\P`APf@F`A^t@j@xFRl@F\\bABb@D\p@lAZ~@Ff@VhANhAL`@d@~@\ZTz@Zx@x@lAd@`Ap@`BX|@`@~@dAbDXn@f@x@~@~BTr@r@lAl@p@r@nAtAfBl@~@b@XNPz@b@fA`@NLLPLFL?PVLFf@NtAf@lAVhAd@d@Hp@Rn@Jj@ZN@LCAIKG[Mi@I{@g@w@WoAUmAc@_@KG?ACHGJ@JJND`@Vp@Ld@RVDPHp@VJFLPLJd@FLDHFPBTVh@^Zp@x@Vb@ZRD`@b@LFFF`@FDBJNVHp@\HNb@\
6988230621,2022-04-15 18:57:19,LVRT,Run,2347,2152,6441.8 meter,24.3 meter,eyntF`bdrMBCEGMm@[YQIq@s@EEIDBAII?CCISMWYUOKKo@WsB_Bm@]y@aAo@g@w@g@yByBcAk@cAq@cAg@kBg@a@Ag@KqCu@aBm@YG]MKA]Sm@Sk@]}@q@uBoBeA{Ag@y@yCsGs@yBo@cBa@u@Ma@m@oAY]Me@_@i@_BmEe@gAi@cCg@iB_@qBg@yAo@oCg@eCScBa@yAYwAUcBsA}FYcBc@aBk@wCK[SsAW}@o@kDMc@[uBa@sB]cAUwAYaAm@uD]{CIc@Qm@W{AEk@?mAAKEE?JFP?f@H\@V@ABBALB??HDJl@nAZlAP`Ah@vB^tCXjAJp@V|@`@dBJ|@l@lCJt@VjAJVJr@Nj@Dj@J\Fd@~@~DhA~F\zAVv@n@|DFz@NnARn@f@`CD`@@n@FVd@~A\`AJfABPv@zB\pANb@t@rAJf@Dn@HPX`@~@xC^|@Tx@b@fAR\Z|@Xn@h@`AZf@`C~E`@n@Rb@b@j@r@x@t@bAtAdALNXNj@L\Rj@P\R~@T|Aj@xGrBz@`@t@VXPn@^vBjBh@XFHFVDLt@XbAf@f@`@t@t@|@x@ZTLDNJND\b@RNf@p@JDJJPBLHJPZLPZJH?CCEQO
7013568960,2022-04-20 12:39:35,LVRT,Run,2763,2672,7345.3 meter,26.9 meter,kxntFtadrMBAGGI?GCe@k@]UeAgAe@i@i@g@KYMMeAg@WQe@k@}@k@k@u@kB}Au@u@_Ai@m@Yw@c@y@_@_AYwBe@SKqBk@k@Gs@UUEo@Se@[e@AaAe@m@e@aDeDqAgBOWUe@_@eA}AeD_@gAw@kBUe@_@k@Sc@i@cBWg@_@cAiBuD[{@c@{AcAkCKw@OsAI[My@Qq@QeA{@_Ec@uA_AkFWgB[qAUiA]uAO{@i@sBAc@Kq@Y}@yA_IK[a@uCc@gBU{@WiAOkAe@iAESa@qDSs@Iy@Mm@Cg@U_AQ}AIa@Hh@Bb@XZJTVdBXbAHb@ZnATlAHfAn@lC\`Cl@bC^~BTfA\pBNf@TfALnATjAh@tBRdAHx@VpA`@zAXdBPj@Jj@Jf@Zx@XdCl@jCFv@Pr@DpA^tATlBh@zAV|ABJ^`@H`@Vn@XvANf@L\r@pAL\t@dBnAfDl@nAp@hBd@z@LZFZTZHXNZn@|@^|@LP^\n@z@jArA|@z@PLBHV^XNLJrA\h@Z`AXrB`@`A^z@L`AVnA^XNRDdBt@bAn@fAfAl@XXHLHr@|@j@d@L^DBfAj@r@h@TJJHFFH\XV^d@b@Xp@p@f@Z`B`B`@X`@b@h@`@XLLJPPBFp@h@LNjA~@Z\pBlBZ^r@j@PTp@l@VXNJJ@VREKGCe@CGGW][[Ya@KAq@cAw@g@Ye@]]WQ{@y@]U_@Ye@i@a@[[a@aAk@a@KKKEG
7055816468,2022-04-28 12:39:38,LVRT,Walk,3423,3390,4514.1 meter,5.8 meter,mvntFncdrMDFHBDCDBNR?HDBD@FAPTH?@@HNLHLVRHFFP^NFJJ`@PPTRNLRNJJBFJ`@ZRVLDX\`@VXZXHj@z@\Xn@ZLTRLRTb@ZRZFBBHz@b@v@n@v@fAVPTVj@\v@fAXTZ\XNRVPHRTPHh@l@j@`@v@`AFFDANNRLJNRHVb@Z\TJVVd@ZPZJJd@TXj@`@VHPVPPV~@r@PTp@\^^l@`@jAlANVd@RHFLV^Xd@d@LVNN?DBB`@GJ@j@pAdAv@h@h@l@\TXXTZ\XP`@d@^RRT\VLDFFV\RJ\d@~@`ABHVNPNHJ~BjB~@`AdAx@Z\?BBACAMWKM]MSKW]WSKUOM]KSUMKMUi@Wk@g@[Ok@}@s@[YYc@WWYgAyAm@g@OUOKc@o@OKIQQQUe@OKWK[YKBGHMv@?~@u@}DIWWa@UMiAiAUO]e@MISYg@g@s@YKIMM_@m@KIEMGGOGQQQ_@m@[g@q@KCk@]m@}@iA{@MUQQYSa@MUKm@m@MGO]i@s@WO]c@cAq@[q@[[k@Yi@Iq@g@GIIYa@{@SK_@g@YOMEWQa@m@QMQ[e@QQMMWa@_@W_@]]QWIIKCWW_@YgAoAi@e@OU]WIQi@s@SMYW]e@y@WSc@k@_@GU
7061968729,2022-04-29 19:03:44,LVRT,Run,2488,2397,6433.8 meter,24.9 meter,_}ntFd}crMIII?KEOYe@_@c@O{@q@g@Sk@g@QUCI]_@UM_@YOQWK_@[aAc@[c@g@]qB{@wAy@i@UWOy@Uc@SmAY_@M_@GaAa@s@Q]Mg@IUM]WsAs@k@a@k@m@GOe@k@sAmBqA{BaA}B_@w@mBsEiA{CaCgFSo@_CmGcAqDOk@_@aCk@sBMq@Iu@SeAKs@a@eBQkAe@qBGa@eBoIOo@Ie@[eAo@mDY{@OiAk@iCk@uBiAsGy@eDmAcIYgACe@Mq@Cw@IgAe@_DC_@?[EC@l@Cb@FNBVDHFZ?NPZTfAC|@Bl@XnARv@Vp@T~@R`BbAxEXfBLb@v@lDD\B`@F\Lb@p@xCFh@Nh@LbARfATz@j@jCZlAtAbHDl@TrAb@dC`@zAr@pBNhAd@rBHl@JlCH^V~@PdARj@JNRb@Np@p@tAF\Pp@l@~@r@zBP^`AdBr@|AdAjCXb@^xAh@hA\`Ax@pAb@f@h@`@pAzAj@h@x@`@\\v@Vv@\h@Hb@PpAXnAj@~A\l@FVHjAb@jAj@r@b@`@J^Zb@RHHDLHHHBL?HJ`Av@ZPV^d@`@f@X\`@p@f@fApAbAp@f@z@b@T
7066660589,2022-04-30 13:57:59,LVRT,Run,3621,3513,8844.8 meter,31.7 meter,y|ntF~{crMILET@AAQCKOIo@s@SMS]YKSOMO]Ue@g@{AwB{B}ASU{@gAg@SgAm@c@KUC[Ge@SUEi@Ym@Eg@Oa@AWKa@[_@Go@Ow@[e@Ec@a@q@]{@o@_@c@q@YWe@MIoAuAeAqB_@k@Qg@[e@Qk@c@cA[aAiAoCUc@]eAc@w@Qu@_@cAWqAUu@GQKKGO[cBY}@c@}B_A{COoAYcAMcAYsA[qCc@kBa@sBQo@WwAeAeDWiAQa@McAQq@MmAHq@Cg@G_@FW?[COKUAKDWHEBKIg@?_ACWYeA]m@i@iC]oAUk@QcAM[k@aAW_@Y}@[wAQm@o@mEMu@OuBMc@Ik@Me@Ck@@_@IiB@a@McABQ@]OkB?{@EYCa@CqCIkAQgAEkAUeBKmBc@yB{@eCOq@c@sAa@w@KWOy@w@{Cc@{@a@o@cAqAg@iAa@a@c@q@aAs@MO]e@e@aASe@QU_Ac@{@s@w@QGQAIS@g@SW?F??JH@@BFt@DABGJNTRP@h@a@FAD@VVl@RPTv@f@RPVJzAjBN\d@l@Xz@j@n@N\J`@j@|AFjAr@xCL~@B|@Fj@FbABrB@l@H\?bADf@Tz@Bb@Ez@B`A?zABrACn@Hp@FxCRxAJ`@Fl@DNXl@ECC?@P^zDZtATpAT^J\Dd@^tB@\Vt@BdAFt@\r@TbAh@dBTrA\nALnAZfBFx@H\Rt@Lx@Nj@^dBVz@H~@Nx@r@xBJh@FTf@vBPj@Nv@f@dAHXBl@CZBXRz@L^Np@NbAPx@PdBd@bBD`@l@tBLv@^hAXp@Ln@`@`ATz@^bAHtARn@f@p@Nj@zAtCPh@\t@j@zA\t@Tv@Hl@Zp@N^\h@b@x@\n@N`@^p@tArBz@v@l@^n@\FFATDLFDRDVRd@Vh@JZTp@T`AT`AX\Nr@X\H|@^t@Vz@b@n@Rl@Hf@Xj@Rt@l@TNvApAZ^LHf@d@dBdAPRV`@dAdALV
7077273563,2022-05-02 13:16:18,LVRT,Run,2444,2242,5091.1 meter,32.9 meter,}artFtn~qMM@?HD?JYB?@C?MM_@AKVyBECAC@_@I_B?g@Ee@B_AEeADiAMm@AmAMkABmACuBMkAEgAWyB[wAUuBa@yAOc@]u@o@eBg@y@_BaDc@q@Wm@y@aAuAmAe@gA]o@U[_@q@OQcA}@_@Sk@k@QMw@[Y??MKCSQK?CEk@SW@i@Ii@O]]s@_@UKs@Qk@_@]OuBeB{@wB_BeCe@mAI]GKOO?CCIYg@]{@SgAcAkC?WQe@ASMw@W_AE]Wa@Cu@[}@U_AIi@@IYEOQAECY@{@Ga@Wk@cAaAGWBI@PO`@AXL^PVBJEj@FdA?j@Ln@D`BNt@DxAPf@Lv@Lh@Hl@^pBJ\TnBZ|AZdA^z@h@b@PZZZXh@RRj@d@vBlAr@XnBf@|Az@`@DnAXTB`@VLD|@B^Jd@Db@J`@NVPdAjBVPpDrEh@`ARr@d@|@Rp@Nx@DFRJFNH`AHXN\Jn@H|@?p@DR?XFn@PrAT`AFr@RhAFv@RnALxBNlAL~CB^l@rAZlAPd@FPTXADEA@OTQ?QRW?CCC?SCG@WF_@?FHPFBBJR^DHDZV\FTDl@Cd@Lt@Bf@Lf@Fb@?v@FXBd@?b@@XApB
7089568305,2022-05-04 19:28:50,LVRT,Run,1279,1225,3157.9 meter,4.6 meter,czntFh`drMBKQOUOk@m@g@s@qByASU_CeBcAiAOM]c@q@i@g@Ye@a@}@a@WGUWUG]U]K_@[c@EOMOCa@SWCMGe@IOIUA}Ai@w@EEBEEQ?_@ISSQEa@YiA]g@SIK[QaBwA[][k@cAkAOY[c@[iAq@oAOa@y@_Bg@iBeBkEOy@y@{AABCCQg@[e@b@^@LHBFh@Tz@Tv@`@bBPZTl@tA|Bj@nARj@Fb@Ph@LPjAdCTVPZl@p@j@h@Xd@NLJPp@j@l@V@FJADF`@X\Pd@NTRn@RZDdARXNb@Hv@Z`Bb@^Nh@JdBp@VHFHZF|@j@hB|@lAlA\Vt@p@TXpAbArAjA@DLN\FFBPTPBDFFXFBBFf@^Z`@TJFH
7093317815,2022-05-05 12:36:42,LVRT,Run,3240,2973,6775.0 meter,24.1 meter,sxntF~`drMMIESMCCMGGUGCOWKCMUM_@k@KAMOWOMUKIIACCEIMCMII@GG_AgASMQEQWa@Oa@]CGWI[YUa@e@UW_@]M{@k@m@QYUk@WMOA@c@[m@IIESO[EaA_@k@BQAa@SiAWsA_@UOc@OIIgA]SCSIQKUWw@g@_@_@s@eA]e@s@u@s@o@KOW{@mAkC_AcCa@y@YsAs@uAKo@OW_@u@a@kA[m@s@kBOWa@gAWa@Ws@]gBY{@Ie@Iu@Mm@S{@Wq@Qo@M{@_@{@YaBQ]Ei@Q_@CWAq@E]I]a@iCCq@_@mB?c@Yk@GWMy@QwBk@}@Mk@S}Ai@qAK_@YkBIaAYeAQ{Aq@kCc@yBQm@Ie@Qk@QaBQsB[oAOqAm@iBGYMSS}@K?GZFd@L`@V`@F`@Br@f@pCVfBFn@PdAhAlEJVd@~ARfB`@`BP~@Rd@l@pDr@nBFVZfCl@|B~AvJl@`CLv@R|@Hr@ZtAJjA@\HV@XRd@Nt@h@|ANfAHLNp@LVLr@V`@Tt@JTFVBXP^Hb@Rh@Np@LV`@^^|@^p@Jh@rApCXt@v@pAHj@~@`Bn@dBd@t@^t@t@hAxA~A`Ax@HPTRJBVTv@Xn@\j@Lf@Tt@PZLb@H^Nn@H~@Vb@Rb@Xb@TtB|@v@l@rAj@`@\VHv@|@dAn@Z`@j@d@j@r@n@l@RHd@JPRN\Xt@r@n@TBAATETOAEg@y@]YEIYCWIOWA@MGOS[QQOCKMOi@]FLDDDBTCJFNNTHf@h@f@ZCB?DTPHDLAF@X`@RDFHTb@XT^h@LD
7111048970,2022-05-08 17:52:35,LVRT,Run,4329,4214,10974.3 meter,72.3 meter,iyntFdadrMBK?BSKIa@IC}@{@ICOO@e@CMWEa@a@q@[iBkBaDkEe@a@c@WyA}AcBi@s@KsAm@qBg@m@UWUQ@kAWgBw@q@i@sA_Be@uA]k@_@]a@i@m@uAw@_AeBqCm@s@IOS{@gByB[g@mBoC_BaDq@gBQ_A_@iAk@kDc@_BOyAAi@K_BYkBSaDWs@G{@Gg@Ui@EYCcAc@oBGq@e@oAOwA[}@e@wBe@{AMq@GQY[Wk@Ii@Cm@Ys@Ok@e@cCQyAq@mCYcA[_@g@aASi@iAmFIg@KoAc@oBi@yDOkD?iAOyBm@kBEa@CgAQoAw@cDcAgHm@wBOqAImAMy@U}Cs@{Dq@yCMkA_@cBGs@S{@O]cA{Aq@_@U]YYQYmAo@MOO_@OO{@e@SEy@BiC}@c@SqAy@q@m@oA_BmAaC_AmA]o@]}@]m@c@yAS{@g@uAOo@Ug@i@iBq@iBCWDc@Gg@EIWEMQ@MDMASI@MLG?]uAM[OUYUOEeAHo@TKJO\E\KFKEEB?\@HDKERFLFdA\fAHf@EfAL|AAfABTj@~AZ`Bh@hAXf@^fAb@n@j@^`@d@n@b@zBfAlBr@xA~@zC`AzAr@`C~AvAj@h@f@\PX^d@`Ad@ZHXJj@JNf@b@ThA\t@f@l@Vh@bAvC`@vABLCv@N|@Zh@d@b@n@bBNvAl@fANf@@~@LhBEh@Bb@L^Lj@XrCRlAFjA@hAJfBXfBFv@?jAFb@B|AJn@DvAf@hFVlB@dAXfATv@b@jAHb@F~AFXDb@Zh@Tz@Df@A\\rAHrAHd@Ah@HNL`@PRv@nBHh@Lb@Lr@B^J^Br@^jBJTFbA`AnCCpAXlAGt@Zl@BJ?x@Ld@p@`Ab@bAPf@T~@Tl@VnAXdB?NI~@HT@n@h@bBLx@N^h@h@Z|@t@vATv@d@b@`@VN`@Jh@`@b@HXB~@Rx@\p@j@r@x@nCT^p@jB`@t@f@rAd@r@h@f@j@r@tBnB\h@NNLB`Ah@HRLHxAh@v@h@fAL^Rp@R`BXl@Pt@D|Av@XFlAnAd@VXTn@bA`@RlAnA`@XdAzA^TV\h@~@bAn@z@X
